"Building_ID","Address","Building_Type","Build_Year","Zip","State","City","Community_Name","Community_Number","Latitude","Longitude","Location"
"251331","2312 N Clifton Ave","Commercial","2008-04-01","60614","ILLINOIS","Aurora","LINCOLN PARK","7","41.92385037","-87.63654356","(41.92385037, -87.63654356)"
"251331","2312 N Clifton Ave","Commercial","2008-04-01","60614","ILLINOIS_*","Aurora","LOOP","32","41.87112548","-87.62470896","(41.87112548, -87.62470896)"
"251331","2312 N Clifton Ave","Commercial","2008-04-01","60614","ILLINOIS","Aurora","NEAR WEST SIDE","28","41.88112401","-87.68648584","(41.88112401, -87.68648584)"
"251331","2312 N Clifton Ave_*","Commercial","2008-04-01","60614","ILLINOIS","Aurora","LINCOLN PARK","7","41.92394692","-87.65759559","(41.92394692, -87.65759559)"
"251254","720 W Gordon Ter","Residential","2008-04-01","60613","ILLINOIS","Aurora","UPTOWN","3","41.95817169","-87.64856912","(41.95817169, -87.64856912)"
"251254","720 W Gordon Ter","Residential","2008-04-01","60613","ILLINOIS","Aurora_*","NEAR NORTH SIDE","8","41.89313049","-87.62306158","(41.89313049, -87.62306158)"
"251254","720 W Gordon Ter","Residential","2008-04-01","60613","ILLINOIS","Aurora","AUSTIN","25","41.912786","-87.78313","(41.912786, -87.78313)"
"251254","720 W Gordon Ter","Residential","2008-04-01","60613","ILLINOIS","Aurora","NEAR NORTH SIDE","8","41.89891251","-87.6262335","(41.89891251, -87.6262335)"
"251254","720 W Gordon Ter_*","Residential","2008-04-01","60613","ILLINOIS","Aurora","UPTOWN","3","41.95817169","-87.64856912","(41.95817169, -87.64856912)"
"251405","4409 W Wilcox St","Municipal","2008-04-01","60624","OH","Pottery Addition","WEST GARFIELD PARK","26","41.878708","-87.73579","(41.878708, -87.73579)"
"251405","4409 W Wilcox St","Municipal","2008-04-01","60624","OH","Pottery Addition","GRAND BOULEVARD","38","41.81195152","-87.65512794","(41.81195152, -87.65512794)"
"251405","4409 W Wilcox St","Municipal","2008-04-01","60624","OH","Pottery Addition","HYDE PARK","41","41.79867799","-87.59280228","(41.79867799, -87.59280228)"
"251405","4409 W Wilcox St","Municipal","2008-04-01","60624","OH","Pottery Addition","LAKE VIEW","6","41.9398511","-87.65844752","(41.9398511, -87.65844752)"
"251405","4409 W Wilcox St_*","Municipal","2008-04-01","60624","OH","Pottery Addition","WEST GARFIELD PARK","26","41.878708","-87.73579","(41.878708, -87.73579)"
"120518","3500  S GILES AVE","Commercial","2008-03-01","60653","MS","Marion","DOUGLAS","35","41.82021138","-87.61246867","(41.82021138, -87.61246867)"
"120518","3500  S GILES AVE","Commercial","2008-03-01","60653","MS","Marion","NEAR WEST SIDE","28","41.88068367","-87.66808143","(41.88068367, -87.66808143)"
"120518","3500  S GILES AVE","Commercial","2008-03-01","60653","MS","Marion_*","LOOP","32","41.88182922","-87.6266992","(41.88182922, -87.6266992)"
"120518","3500  S GILES AVE","Commercial","2008-03-01","60653","MS_*","Marion","LOOP","32","41.87399385","-87.651678","(41.87399385, -87.651678)"
"120518","3500  S GILES AVE_*","Commercial","2008-03-01","60653","MS","Marion","DOUGLAS","35","41.82021138","-87.61246867","(41.82021138, -87.61246867)"
"252057","1126 E 59th St","Commercial","2008-04-01","60637","TX","Converse","HYDE PARK","41","41.78781347","-87.59827692","(41.78781347, -87.59827692)"
"252057","1126 E 59th St","Commercial","2008-04-01","60637","TX","Converse","LAKE VIEW","6","41.93523897","-87.63972431","(41.93523897, -87.63972431)"
"252057","1126 E 59th St","Commercial","2008-04-01","60637","TX","Converse_*","Loop","32","41.8833006","-87.62933043","(41.8833006, -87.62933043)"
"252057","1126 E 59th St","Commercial","2008-04-01","60637","TX_*","Converse","NEAR NORTH SIDE","8","41.90028983","-87.62906231","(41.90028983, -87.62906231)"
"252057","1126 E 59th St_*","Commercial","2008-04-01","60637","TX","Converse","HYDE PARK","41","41.78781347","-87.59827692","(41.78781347, -87.59827692)"
"173718","420  W WRIGHTWOOD AVE","Residential","2008-03-01","60614","ID","Wardner","LINCOLN PARK","7","41.92201051","-87.65461957","(41.92201051, -87.65461957)"
"173718","420  W WRIGHTWOOD AVE","Residential","2008-03-01","60614","ID","Wardner","SOUTH DEERING","51","41.7202896","-87.58289821","(41.7202896, -87.58289821)"
"173718","420  W WRIGHTWOOD AVE","Residential","2008-03-01","60614","ID","Wardner_*","GRAND BOULEVARD","38","41.82048786","-87.61632029","(41.82048786, -87.61632029)"
"173718","420  W WRIGHTWOOD AVE","Residential","2008-03-01","60614","ID_*","Wardner","Near North Side","8","41.8992081","-87.62729","(41.8992081, -87.62729)"
"173718","420  W WRIGHTWOOD AVE_*","Residential","2008-03-01","60614","ID","Wardner","LINCOLN PARK","7","41.92201051","-87.65461957","(41.92201051, -87.65461957)"
"158654","2300 N Lincoln Park West","Residential","2008-03-01","60614","WI","Eau Claire","LINCOLN PARK","7","41.92385037","-87.63654356","(41.92385037, -87.63654356)"
"158654","2300 N Lincoln Park West","Residential","2008-03-01","60614","WI","Eau Claire","LOGAN SQUARE","22","41.91657013","-87.69476694","(41.91657013, -87.69476694)"
"158654","2300 N Lincoln Park West","Residential","2008-03-01","60614","WI","Eau Claire_*","","","41.892375","-87.63491","(41.892375, -87.63491)"
"158654","2300 N Lincoln Park West","Residential","2008-03-01","60614","WI_*","Eau Claire","LOOP","32","41.88334304","-87.62785457","(41.88334304, -87.62785457)"
"158654","2300 N Lincoln Park West_*","Residential","2008-03-01","60614","WI","Eau Claire","LINCOLN PARK","7","41.92385037","-87.63654356","(41.92385037, -87.63654356)"
"251944","820 S Michigan Ave","Residential","1928-04-01","60605","AZ","Circle City","LOOP","32","41.87112548","-87.62470896","(41.87112548, -87.62470896)"
"251944","820 S Michigan Ave","Residential","1928-04-01","60605","AZ","Circle City","UPTOWN","3","41.97071156","-87.65797598","(41.97071156, -87.65797598)"
"251944","820 S Michigan Ave","Residential","1928-04-01","60605","AZ","Circle City_*","DUNNING","17","41.94530408","-87.80186746","(41.94530408, -87.80186746)"
"251944","820 S Michigan Ave","Residential","1928-04-01","60605","AZ_*","Circle City","WEST TOWN","24","41.90750342","-87.66397662","(41.90750342, -87.66397662)"
"251944","820 S Michigan Ave_*","Residential","1928-04-01","60605","AZ","Circle City","LOOP","32","41.87112548","-87.62470896","(41.87112548, -87.62470896)"
"137063","300  S DAMEN AVE","Residential","1958-03-01","60612","ND","Churchs Ferry","NEAR WEST SIDE","28","41.88112401","-87.68648584","(41.88112401, -87.68648584)"
"137063","300  S DAMEN AVE","Residential","1958-03-01","60612","ND","Churchs Ferry","Near North Side","8","41.89622411","-87.64008035","(41.89622411, -87.64008035)"
"137063","300  S DAMEN AVE","Residential","1958-03-01","60612","ND","Churchs Ferry_*","CALUMET HEIGHTS","48","41.72673518","-87.56695195","(41.72673518, -87.56695195)"
"137063","300  S DAMEN AVE","Residential","1958-03-01","60612","ND_*","Churchs Ferry","ARMOUR SQUARE","34","41.84787679","-87.63924831","(41.84787679, -87.63924831)"
"137063","300  S DAMEN AVE_*","Residential","1958-03-01","60612","ND","Churchs Ferry","NEAR WEST SIDE","28","41.88112401","-87.68648584","(41.88112401, -87.68648584)"
"251880","5815 S Homan Ave","Municipal","1958-04-01","60629","ND","Churchs Ferry","GAGE PARK","63","41.78740764","-87.70774371","(41.78740764, -87.70774371)"
"251880","5815 S Homan Ave","Municipal","1958-04-01","60629","ND","Churchs Ferry","AVALON PARK","45","41.74849276","-87.59132698","(41.74849276, -87.59132698)"
"251880","5815 S Homan Ave","Municipal","1958-04-01","60629","ND","Churchs Ferry_*","LOOP","32","41.886255","-87.62231","(41.886255, -87.62231)"
"251880","5815 S Homan Ave","Municipal","1958-04-01","60629","ND_*","Churchs Ferry","Greater Grand Crossing","69","41.7739118","-87.63872","(41.7739118, -87.63872)"
"251880","5815 S Homan Ave_*","Municipal","1958-04-01","60629","ND","Churchs Ferry","GAGE PARK","63","41.78740764","-87.70774371","(41.78740764, -87.70774371)"
"254161","6511 N Sheridan Rd","Commercial","1958-04-01","60626","ND","Churchs Ferry","Rogers Park","1","42.00055166","-87.66056947","(42.00055166, -87.66056947)"
"254161","6511 N Sheridan Rd","Commercial","1958-04-01","60626","ND","Churchs Ferry","ROSELAND","49","41.72174884","-87.6288572","(41.72174884, -87.6288572)"
"254161","6511 N Sheridan Rd","Commercial","1958-04-01","60626","ND","Churchs Ferry_*","SOUTH SHORE","43","41.76259226","-87.57231648","(41.76259226, -87.57231648)"
"254161","6511 N Sheridan Rd","Commercial","1958-04-01","60626","ND_*","Churchs Ferry","CHICAGO LAWN","66","41.77517105","-87.71389848","(41.77517105, -87.71389848)"
"254161","6511 N Sheridan Rd_*","Commercial","1958-04-01","60626","ND","Churchs Ferry","Rogers Park","1","42.00055166","-87.66056947","(42.00055166, -87.66056947)"
"251762","2727 N Long Ave","Municipal","1958-04-01","60639","ND","Churchs Ferry","BELMONT CRAGIN","19","41.93000505","-87.76055407","(41.93000505, -87.76055407)"
"251762","2727 N Long Ave","Municipal","1958-04-01","60639","ND","Churchs Ferry","WEST RIDGE","2","42.00880199","-87.69502812","(42.00880199, -87.69502812)"
"251762","2727 N Long Ave","Municipal","1958-04-01","60639","ND","Churchs Ferry_*","UPTOWN","3","41.97411618","-87.66026911","(41.97411618, -87.66026911)"
"251762","2727 N Long Ave","Municipal","1958-04-01","60639","ND_*","Churchs Ferry","LAKE VIEW","6","41.9398511","-87.65844752","(41.9398511, -87.65844752)"
"251762","2727 N Long Ave_*","Municipal","1958-04-01","60639","ND","Churchs Ferry","BELMONT CRAGIN","19","41.93000505","-87.76055407","(41.93000505, -87.76055407)"
"158387","165 E Ontario St","Residential","1958-03-01","60611","ND","Churchs Ferry","NEAR NORTH SIDE","8","41.89313049","-87.62306158","(41.89313049, -87.62306158)"
"158387","165 E Ontario St","Residential","1958-03-01","60611","ND","Churchs Ferry","LOOP","32","41.870862","-87.628555","(41.870862, -87.628555)"
"158387","165 E Ontario St","Residential","1958-03-01","60611","ND","Churchs Ferry_*","WEST TOWN","24","41.90225377","-87.68447845","(41.90225377, -87.68447845)"
"158387","165 E Ontario St","Residential","1958-03-01","60611","ND_*","Churchs Ferry","HYDE PARK","41","41.789588","-87.602326","(41.789588, -87.602326)"
"158387","165 E Ontario St_*","Residential","1958-03-01","60611","ND","Churchs Ferry","NEAR NORTH SIDE","8","41.89313049","-87.62306158","(41.89313049, -87.62306158)"
"251529","6333 W Bloomingdale Ave","Municipal","1958-04-01","60639","ND","Churchs Ferry","AUSTIN","25","41.912786","-87.78313","(41.912786, -87.78313)"
"251529","6333 W Bloomingdale Ave","Municipal","1958-04-01","60639","ND","Churchs Ferry","WEST PULLMAN","53","41.6700175","-87.62318785","(41.6700175, -87.62318785)"
"251529","6333 W Bloomingdale Ave","Municipal","1958-04-01","60639","ND","Churchs Ferry_*","NEAR NORTH SIDE","8","41.9037528","-87.63558845","(41.9037528, -87.63558845)"
"251529","6333 W Bloomingdale Ave","Municipal","1958-04-01","60639","ND_*","Churchs Ferry","NEAR WEST SIDE","28","41.87399385","-87.651678","(41.87399385, -87.651678)"
"251529","6333 W Bloomingdale Ave_*","Municipal","1958-04-01","60639","ND","Churchs Ferry","AUSTIN","25","41.912786","-87.78313","(41.912786, -87.78313)"
"252035","57 E Delaware Pl","Residential","1958-04-01","60611","ND","Churchs Ferry","NEAR NORTH SIDE","8","41.89891251","-87.6262335","(41.89891251, -87.6262335)"
"252035","57 E Delaware Pl","Residential","1958-04-01","60611","ND","Churchs Ferry","LOOP","32","41.87899988","-87.62512408","(41.87899988, -87.62512408)"
"252035","57 E Delaware Pl","Residential","1958-04-01","60611","ND","Churchs Ferry_*","LAKE VIEW","6","41.9398511","-87.65844752","(41.9398511, -87.65844752)"
"252035","57 E Delaware Pl","Residential","1958-04-01","60611","ND_*","Churchs Ferry","Near North Side","8","41.8921691","-87.63413579","(41.8921691, -87.63413579)"
"252035","57 E Delaware Pl_*","Residential","1958-04-01","60611","ND","Churchs Ferry","NEAR NORTH SIDE","8","41.89891251","-87.6262335","(41.89891251, -87.6262335)"
"107970","37 41 W 47TH ST","Municipal","1958-03-01","60609","ND","Churchs Ferry","GRAND BOULEVARD","38","41.81195152","-87.65512794","(41.81195152, -87.65512794)"
"107970","37 41 W 47TH ST","Municipal","1958-03-01","60609","ND","Churchs Ferry","NEAR WEST SIDE","28","41.88492505","-87.65972076","(41.88492505, -87.65972076)"
"107970","37 41 W 47TH ST","Municipal","1958-03-01","60609","ND","Churchs Ferry_*","Austin","25","41.88511","-87.76714","(41.88511, -87.76714)"
"107970","37 41 W 47TH ST","Municipal","1958-03-01","60609","ND_*","Churchs Ferry","NEAR NORTH SIDE","8","41.89632","-87.625538","(41.89632, -87.625538)"
"107970","37 41 W 47TH ST_*","Municipal","1958-03-01","60609","ND","Churchs Ferry","GRAND BOULEVARD","38","41.81195152","-87.65512794","(41.81195152, -87.65512794)"
"251754","5335 S Kenwood Ave","Municipal","1958-04-01","60615","ND","Churchs Ferry","HYDE PARK","41","41.79867799","-87.59280228","(41.79867799, -87.59280228)"
"251754","5335 S Kenwood Ave","Municipal","1958-04-01","60615","ND","Churchs Ferry","SOUTH SHORE","43","41.76381","-87.58054","(41.76381, -87.58054)"
"251754","5335 S Kenwood Ave","Municipal","1958-04-01","60615","ND","Churchs Ferry_*","UPTOWN","3","41.97223008","-87.6645957","(41.97223008, -87.6645957)"
"251754","5335 S Kenwood Ave","Municipal","1958-04-01","60615","ND_*","Churchs Ferry","LINCOLN PARK","7","41.92285815","-87.66661993","(41.92285815, -87.66661993)"
"251754","5335 S Kenwood Ave_*","Municipal","1958-04-01","60615","ND","Churchs Ferry","HYDE PARK","41","41.79867799","-87.59280228","(41.79867799, -87.59280228)"
"103965","447 457 W WELLINGTON AVE","Residential","1958-03-01","60657","ND","Churchs Ferry","LAKE VIEW","6","41.9398511","-87.65844752","(41.9398511, -87.65844752)"
"103965","447 457 W WELLINGTON AVE","Residential","1958-03-01","60657","ND","Churchs Ferry","NEAR WEST SIDE","28","41.87954979","-87.64173979","(41.87954979, -87.64173979)"
"103965","447 457 W WELLINGTON AVE","Residential","1958-03-01","60657","ND","Churchs Ferry_*","HYDE PARK","41","41.78046327","-87.6053081","(41.78046327, -87.6053081)"
"103965","447 457 W WELLINGTON AVE","Residential","1958-03-01","60657","ND_*","Churchs Ferry","LAKE VIEW","6","41.9398511","-87.65844752","(41.9398511, -87.65844752)"
"103965","447 457 W WELLINGTON AVE_*","Residential","1958-03-01","60657","ND","Churchs Ferry","LAKE VIEW","6","41.9398511","-87.65844752","(41.9398511, -87.65844752)"
"159247","1633 W Madison St","Municipal","1958-03-01","60612","ND","Churchs Ferry","NEAR WEST SIDE","28","41.88068367","-87.66808143","(41.88068367, -87.66808143)"
"159247","1633 W Madison St","Municipal","1958-03-01","60612","ND","Churchs Ferry","Lake View","6","41.93729807","-87.64434837","(41.93729807, -87.64434837)"
"159247","1633 W Madison St","Municipal","1958-03-01","60612","ND","Churchs Ferry_*","Hyde Park","41","41.8022404","-87.60333","(41.8022404, -87.60333)"
"159247","1633 W Madison St","Municipal","1958-03-01","60612","ND_*","Churchs Ferry","OAKLAND","36","41.82021138","-87.61246867","(41.82021138, -87.61246867)"
"159247","1633 W Madison St_*","Municipal","1958-03-01","60612","ND","Churchs Ferry","NEAR WEST SIDE","28","41.88068367","-87.66808143","(41.88068367, -87.66808143)"
"160184","29 E Madison St","Commercial","1958-03-01","60602","ND","Churchs Ferry","LOOP","32","41.88182922","-87.6266992","(41.88182922, -87.6266992)"
"160184","29 E Madison St","Commercial","1958-03-01","60602","ND","Churchs Ferry","NEAR NORTH SIDE","8","41.89579275","-87.62247957","(41.89579275, -87.62247957)"
"160184","29 E Madison St","Commercial","1958-03-01","60602","ND","Churchs Ferry_*","HYDE PARK","41","41.80133157","-87.58474621","(41.80133157, -87.58474621)"
"160184","29 E Madison St","Commercial","1958-03-01","60602","ND_*","Churchs Ferry","LINCOLN PARK","7","41.92201051","-87.65461957","(41.92201051, -87.65461957)"
"160184","29 E Madison St_*","Commercial","1958-03-01","60602","ND","Churchs Ferry","LOOP","32","41.88182922","-87.6266992","(41.88182922, -87.6266992)"
"130758","651  S WELLS ST","Residential","1958-03-01","60607","ND","Churchs Ferry","LOOP","32","41.87399385","-87.651678","(41.87399385, -87.651678)"
"130758","651  S WELLS ST","Residential","1958-03-01","60607","ND","Churchs Ferry","NEAR NORTH SIDE","8","41.8929096","-87.62676698","(41.8929096, -87.62676698)"
"130758","651  S WELLS ST","Residential","1958-03-01","60607","ND","Churchs Ferry_*","LOOP","32","41.8778835","-87.63478924","(41.8778835, -87.63478924)"
"130758","651  S WELLS ST","Residential","1958-03-01","60607","ND_*","Churchs Ferry","LOOP","32","41.88101015","-87.62564444","(41.88101015, -87.62564444)"
"130758","651  S WELLS ST_*","Residential","1958-03-01","60607","ND","Churchs Ferry","LOOP","32","41.87399385","-87.651678","(41.87399385, -87.651678)"
"243916","2930 N SHERIDAN RD","Residential","1958-04-01","60657","ND","Churchs Ferry","LAKE VIEW","6","41.93523897","-87.63972431","(41.93523897, -87.63972431)"
"243916","2930 N SHERIDAN RD","Residential","1958-04-01","60657","ND","Churchs Ferry","NEAR WEST SIDE","28","41.88321","-87.65877","(41.88321, -87.65877)"
"243916","2930 N SHERIDAN RD","Residential","1958-04-01","60657","ND","Churchs Ferry_*","WOODLAWN","42","41.78439159","-87.60197356","(41.78439159, -87.60197356)"
"243916","2930 N SHERIDAN RD","Residential","1958-04-01","60657","ND_*","Churchs Ferry","NEAR SOUTH SIDE","33","41.84550365","-87.63055693","(41.84550365, -87.63055693)"
"243916","2930 N SHERIDAN RD_*","Residential","1958-04-01","60657","ND","Churchs Ferry","LAKE VIEW","6","41.93523897","-87.63972431","(41.93523897, -87.63972431)"
"253967","20 N State St","Residential","1958-04-01","60602","ND","Churchs Ferry","Loop","32","41.8833006","-87.62933043","(41.8833006, -87.62933043)"
"253967","20 N State St","Residential","1958-04-01","60602","ND","Churchs Ferry","NEAR NORTH SIDE","8","41.89006564","-87.62518362","(41.89006564, -87.62518362)"
"253967","20 N State St","Residential","1958-04-01","60602","ND","Churchs Ferry_*","GRAND BOULEVARD","38","41.80224043","-87.60332678","(41.80224043, -87.60332678)"
"253967","20 N State St","Residential","1958-04-01","60602","ND_*","Churchs Ferry","HYDE PARK","41","41.78046327","-87.6053081","(41.78046327, -87.6053081)"
"253967","20 N State St_*","Residential","1958-04-01","60602","ND","Churchs Ferry","Loop","32","41.8833006","-87.62933043","(41.8833006, -87.62933043)"
"251382","24 W Walton St","Municipal","1958-04-01","60610","ND","Churchs Ferry","NEAR NORTH SIDE","8","41.90028983","-87.62906231","(41.90028983, -87.62906231)"
"251382","24 W Walton St","Municipal","1958-04-01","60610","ND","Churchs Ferry","FULLER PARK","37","41.8167422","-87.63470433","(41.8167422, -87.63470433)"
"251382","24 W Walton St","Municipal","1958-04-01","60610","ND","Churchs Ferry_*","NEAR NORTH SIDE","8","41.89789653","-87.61828459","(41.89789653, -87.61828459)"
"251382","24 W Walton St","Municipal","1958-04-01","60610","ND_*","Churchs Ferry","GAGE PARK","63","41.80176591","-87.68607021","(41.80176591, -87.68607021)"
"251382","24 W Walton St_*","Municipal","1958-04-01","60610","ND","Churchs Ferry","NEAR NORTH SIDE","8","41.90028983","-87.62906231","(41.90028983, -87.62906231)"
"173970","1655 E 95th St","Commercial","1958-03-01","60617","ND","Churchs Ferry","SOUTH DEERING","51","41.7202896","-87.58289821","(41.7202896, -87.58289821)"
"173970","1655 E 95th St","Commercial","1958-03-01","60617","ND","Churchs Ferry","LOOP","32","41.88195371","-87.63114001","(41.88195371, -87.63114001)"
"173970","1655 E 95th St","Commercial","1958-03-01","60617","ND","Churchs Ferry_*","NEAR WEST SIDE","28","41.88509416","-87.63939751","(41.88509416, -87.63939751)"
"173970","1655 E 95th St","Commercial","1958-03-01","60617","ND_*","Churchs Ferry","GARFIELD RIDGE","56","41.79020209","-87.77942169","(41.79020209, -87.77942169)"
"173970","1655 E 95th St_*","Commercial","1958-03-01","60617","ND","Churchs Ferry","SOUTH DEERING","51","41.7202896","-87.58289821","(41.7202896, -87.58289821)"
"160134","400 E 41st St","Residential","1958-03-01","60653","ND","Churchs Ferry","GRAND BOULEVARD","38","41.82048786","-87.61632029","(41.82048786, -87.61632029)"
"160134","400 E 41st St","Residential","1958-03-01","60653","ND","Churchs Ferry","Lincoln Park","7","41.922465","-87.65477","(41.922465, -87.65477)"
"160134","400 E 41st St","Residential","1958-03-01","60653","ND","Churchs Ferry_*","AUSTIN","25","41.88502852","-87.75075581","(41.88502852, -87.75075581)"
"160134","400 E 41st St","Residential","1958-03-01","60653","ND_*","Churchs Ferry","UPTOWN","3","41.97223008","-87.6645957","(41.97223008, -87.6645957)"
"160134","400 E 41st St_*","Residential","1958-03-01","60653","ND","Churchs Ferry","GRAND BOULEVARD","38","41.82048786","-87.61632029","(41.82048786, -87.61632029)"
"254113","40 E Delaware Pl","Residential","1958-04-01","60611","ND","Churchs Ferry","Near North Side","8","41.8992081","-87.62729","(41.8992081, -87.62729)"
"254113","40 E Delaware Pl","Residential","1958-04-01","60611","ND","Churchs Ferry","IRVING PARK","16","41.946628","-87.701937","(41.946628, -87.701937)"
"254113","40 E Delaware Pl","Residential","1958-04-01","60611","ND","Churchs Ferry_*","WEST TOWN","24","41.89940453","-87.66143331","(41.89940453, -87.66143331)"
"254113","40 E Delaware Pl","Residential","1958-04-01","60611","ND_*","Churchs Ferry","Rogers Park","1","42.010305","-87.668415","(42.010305, -87.668415)"
"254113","40 E Delaware Pl_*","Residential","1958-04-01","60611","ND","Churchs Ferry","Near North Side","8","41.8992081","-87.62729","(41.8992081, -87.62729)"
"252301","1934 N Washtenaw Ave","Residential","1958-04-01","60647","ND","Churchs Ferry","LOGAN SQUARE","22","41.91657013","-87.69476694","(41.91657013, -87.69476694)"
"252301","1934 N Washtenaw Ave","Residential","1958-04-01","60647","ND","Churchs Ferry","NEAR SOUTH SIDE","33","41.86688247","-87.62463952","(41.86688247, -87.62463952)"
"252301","1934 N Washtenaw Ave","Residential","1958-04-01","60647","ND","Churchs Ferry_*","Lincoln Square","4","41.946621","-87.70269","(41.946621, -87.70269)"
"252301","1934 N Washtenaw Ave","Residential","1958-04-01","60647","ND_*","Churchs Ferry","OAKLAND","36","41.82748182","-87.60830918","(41.82748182, -87.60830918)"
"252301","1934 N Washtenaw Ave_*","Residential","1958-04-01","60647","ND","Churchs Ferry","LOGAN SQUARE","22","41.91657013","-87.69476694","(41.91657013, -87.69476694)"
"256829","366 W. Superior","Residential","1957-04-01","60654","HI","Whitmore Village","","","41.892375","-87.63491","(41.892375, -87.63491)"
"256829","366 W. Superior","Residential","1957-04-01","60654","HI","Whitmore Village","ROGERS PARK","1","42.01036185","-87.66829765","(42.01036185, -87.66829765)"
"256829","366 W. Superior","Residential","1957-04-01","60654","HI","Whitmore Village_*","LOOP","32","41.89817078","-87.63173366","(41.89817078, -87.63173366)"
"256829","366 W. Superior","Residential","1957-04-01","60654","HI_*","Whitmore Village","DOUGLAS","35","41.84171055","-87.62282877","(41.84171055, -87.62282877)"
"256829","366 W. Superior_*","Residential","1957-04-01","60654","HI","Whitmore Village","","","41.892375","-87.63491","(41.892375, -87.63491)"
"101735","101 N State St E","Commercial","1957-03-01","60602","HI","Whitmore Village","LOOP","32","41.88334304","-87.62785457","(41.88334304, -87.62785457)"
"101735","101 N State St E","Commercial","1957-03-01","60602","HI","Whitmore Village","NEAR WEST SIDE","28","41.87911301","-87.64651787","(41.87911301, -87.64651787)"
"101735","101 N State St E","Commercial","1957-03-01","60602","HI","Whitmore Village_*","Hyde Park","41","41.80094328","-87.58894822","(41.80094328, -87.58894822)"
"101735","101 N State St E","Commercial","1957-03-01","60602","HI_*","Whitmore Village","KENWOOD","39","41.80917058","-87.59395543","(41.80917058, -87.59395543)"
"101735","101 N State St E_*","Commercial","1957-03-01","60602","HI","Whitmore Village","LOOP","32","41.88334304","-87.62785457","(41.88334304, -87.62785457)"
"159736","4848 N Winthrop Ave","Residential","1957-03-01","60640","HI","Whitmore Village","UPTOWN","3","41.97071156","-87.65797598","(41.97071156, -87.65797598)"
"159736","4848 N Winthrop Ave","Residential","1957-03-01","60640","HI","Whitmore Village","OHARE","76","41.98244678","-87.84101094","(41.98244678, -87.84101094)"
"159736","4848 N Winthrop Ave","Residential","1957-03-01","60640","HI","Whitmore Village_*","LINCOLN PARK","7","41.92777731","-87.67299035","(41.92777731, -87.67299035)"
"159736","4848 N Winthrop Ave","Residential","1957-03-01","60640","HI_*","Whitmore Village","Lake View","6","41.9489475","-87.65701158","(41.9489475, -87.65701158)"
"159736","4848 N Winthrop Ave_*","Residential","1957-03-01","60640","HI","Whitmore Village","UPTOWN","3","41.97071156","-87.65797598","(41.97071156, -87.65797598)"
"114316","6433  W BELLE PLAINE AVE","Residential","1957-03-01","60634","HI","Whitmore Village","DUNNING","17","41.94530408","-87.80186746","(41.94530408, -87.80186746)"
